(13,1,右)
(13,2,右)
(13,3,右)
(13,4,右)
(13,5,下)
(14,5,右)
(14,6,右)
(14,7,右)
(14,8,上)
(13,8,左)
(13,7,上)
(12,7,上)
(11,7,右)
(11,8,上)
(10,8,右)
(10,9,右)
(10,10,上)
(9,10,左)
(9,9,上)
(8,9,上)
(7,9,右)
(7,10,右)
(7,11,右)
(7,12,上)
(6,12,左)
(6,11,左)
(6,10,上)
(5,10,右)
(5,11,右)
(5,12,右)
(5,13,上)
(4,13,右)
(4,14,上)
(3,14,左)
(3,13,左)
(3,12,上)
(2,12,上)
(1,12,左)
(1,11,左)
(1,10,左)
